Unnamed: 0,Título,Ingredientes,Preparacion,NER,Imagen
39,Encurtido de Cáscara de Sandía,7 libras de cáscara de sandía&7 tazas de azúcar&2 tazas de vinagre de manzana&1/2 cucharadita de aceite de clavo&1/2 cucharadita de aceite de canela,"Recorta las partes verdes y rosadas de la cáscara de sandía; córtala en cubos de 1 pulgada.&Parboil hasta que estén tiernas, pero no suaves.&Escurre. Combina el azúcar, el vinagre, el aceite de clavo y el aceite de canela; lleva a ebullición y vierte sobre la cáscara.&Deja reposar durante la noche.&A la mañana siguiente, escurre el almíbar.&Calienta y vierte sobre la cáscara.&Al tercer día, calienta la cáscara y el almíbar; envasa en frascos esterilizados y calientes.&Rinde 8 pintas.&(El aceite de canela y clavo mantiene la cáscara clara y transparente.)",cáscara de sandía&azúcar&vinagre de manzana&aceite de clavo&aceite de canela,https://i0.wp.com/gourmetlikeme.com/wp-content/uploads/2021/07/sandia-encurtida-1.jpg?ssl=1
40,Guiso de Pollo,3 libras de pollo cocido&4 papas medianas en cubos&2 cebollas medianas picadas&1 lata de 16 oz. de maíz cremoso&1 lata de 16 oz. de guisantes ingleses&1 lata de 16 oz. de guisantes de mantequilla&1 lata de 16 oz. de tomates&1 lata de 46 oz. de jugo de tomate&1 caja pequeña de macarrones&1 cucharada de pimienta negra&1 cucharada de sal&1 cucharada de azúcar,"Retira el pollo del hueso.&Utiliza el caldo.&Mezcla las verduras y los macarrones.&Añade azúcar, sal y pimienta negra.&Cocina a fuego medio hasta que todas las verduras estén tiernas.",pollo&papas&cebollas&maíz cremoso&guisantes ingleses&guisantes de mantequilla&tomates&jugo de tomate&macarrones&pimienta negra&sal&azúcar,https://i.pinimg.com/564x/31/6b/39/316b393f2636c930a7b0cfe259cc15e2.jpg
41,Pastel de Café Rápido (6 Porciones),"3 cucharadas de mantequilla o margarina ablandada&1/2 taza de azúcar granulada&1 huevo&1 taza de harina&1 1/4 cucharaditas de polvo de hornear&1/4 de cucharadita de sal&1/3 de taza de leche&1/4 de cucharadita de vainilla&1/3 de taza de azúcar morena, apretada&1/2 cucharadita de canela&2 cucharadas de mantequilla o margarina","Mezcla 3 cucharadas de grasa con azúcar.&Añade el huevo y bate hasta que esté cremoso.&Mezcla bien la harina, el polvo de hornear y la sal.&Añade a la mezcla de azúcar alternando con la leche.&Añade vainilla. Extiende la masa uniformemente en una fuente de horno cuadrada engrasada de 8 pulgadas.&Mezcla el azúcar morena y la canela y espolvorea sobre la masa.&Distribuye 2 cucharadas de grasa por encima.&Hornea a 350 grados (horno moderado) durante 25 a 30 minutos.",mantequilla&azúcar&huevo&harina&polvo de hornear&sal&leche&vainilla&azúcar morena&canela&mantequilla,https://www.elespectador.com/resizer/Ifxg29BnsQGjAzWu2N2nfQFXVUA=/1200x675/filters:quality(60):format(jpeg)/cloudfront-us-east-1.images.arcpublishing.com/elespectador/K7VI43HPWVGDPHFJYBZT7FTWPA.jpg
42,Galletas de Ángel,5 tazas de harina tamizada&3 cucharadas de azúcar&4 cucharaditas de polvo de hornear&1 1/2 paquetes de levadura seca&2 tazas de suero de mantequilla&1 cucharadita de bicarbonato de sodio&1 1/2 barras de margarina&1/2 taza de agua tibia,"Mezcla la harina, el azúcar, el polvo de hornear, el bicarbonato de sodio y la sal.&Incorpora la margarina y disuelve la levadura en agua tibia.&Agrega al suero de mantequilla y luego a la mezcla seca.&Cubre y enfría.",harina&azúcar&polvo de hornear&levadura seca&suero de mantequilla&bicarbonato de sodio&margarina&agua tibia,https://i.pinimg.com/564x/0d/15/51/0d1551be88ce5ab50ec687023381abcc.jpg
43,Bombones de Menta Rápidos,8 malvaviscos&2 cucharadas de margarina derretida&1/4 de taza de caramelos de menta triturados&1 lata de rollitos de media luna,"Sumerge los malvaviscos en margarina derretida; rodéalos en caramelo.&Envuelve un triángulo de media luna alrededor de cada malvavisco, cubriéndolos completamente y sellando los bordes.&Sumerge en margarina y coloca en una bandeja para muffins engrasada.&Hornea a 375 grados durante 10 a 15 minutos; retira de la bandeja.",malvaviscos&margarina&caramelos de menta&rollitos de media luna,https://i.pinimg.com/564x/36/e7/d6/36e7d66e77e31393412be906efdff390.jpg
44,Pizza de Frutas,1 caja de mezcla para pastel amarillo&1/4 taza de agua&1/4 taza de azúcar morena&1/2 taza de mantequilla suave&2 huevos&1/2 taza de nueces picadas,Mezcla los ingredientes y extiéndelos en 2 moldes para pizza engrasados.&Hornea a 350°C durante 15-20 minutos., mezcla para pastel amarillo&agua&azúcar morena&mantequilla&huevos&nueces,https://i.pinimg.com/564x/a9/7a/42/a97a42371bb99e108b287dc44355f760.jpg
45,Barras de Chocolate y Menta,1 taza de harina&1 taza de azúcar&1/2 taza de margarina ablandada&4 huevos&1 lata de jarabe de chocolate, Mezcla todo y hornea en un molde de 9 x 13 pulgadas a 350°C durante 25 a 30 minutos.&Debería rebotar ligeramente al tocarlo; no lo cocines en exceso.&Deja enfriar por completo y luego unta con la capa de menta., harina&azúcar&margarina&huevos&jarabe de chocolate,https://i.pinimg.com/564x/33/2a/76/332a76780dd29d36d5d3e2e6dfdd3d22.jpg
46,Pan de Cerveza,3 tazas de harina con levadura incorporada&1 lata de 12 oz de cerveza&1 cucharada de azúcar, Revuelve los ingredientes y colócalos en un molde para pan engrasado y enharinado.&Hornea a 425 grados durante 50 minutos.&Rocía mantequilla derretida por encima., harina&cerveza&azúcar,https://i.pinimg.com/564x/67/b7/fa/67b7fa8fe864042a9c151f3d4fc148c4.jpg
47,Pollo Diván,1/4 de taza de margarina&1/4 de taza de cebolla picada (o la cantidad que desees)&apio picado al gusto&1/4 de taza de harina&1/8 de cucharadita de curry en polvo&1 lata de champiñones en rodajas (reserva el jugo)&1 lata de sopa de apio en crema&1 paquete de brócoli picado&1 pollo en cubos&queso Monterey Jack rallado, Derrite la margarina en una sartén; saltea las cebollas y el apio.&Retira del fuego.&Agrega la harina y el curry en polvo.&Escurre los champiñones y guarda el jugo.&Agrega agua al jugo para obtener 1/2 taza de líquido.&Incorpora el líquido y la sopa a la mezcla de harina; agrega los champiñones.&Cocina hasta que espese.&Acomoda el brócoli y el pollo en una fuente para horno grande. Vierte la salsa sobre el pollo.&Cubre con queso rallado.&Hornea en un horno a 350°C durante unos 20 minutos o en el microondas hasta que el queso se derrita., margarina&cebolla&apio&harina&curry en polvo&champiñones&sopa de apio en crema&brócoli&pollo&queso,https://i.pinimg.com/564x/f4/34/e7/f434e7527f443d663ca7ad719b4a3cec.jpg
48,Galletas Mexicanas en Forma de Anillo,1 1/2 tazas de harina tamizada&1/2 cucharadita de polvo de hornear&1/2 cucharadita de sal&1/2 taza de mantequilla&2/3 de taza de azúcar&3 yemas de huevo&1 cucharadita de vainilla&dulces de colores," Tamiza la harina, el polvo de hornear y la sal juntos.&Bate la mantequilla y el azúcar juntos.&Agrega las yemas de huevo y la vainilla.&Bate hasta que esté suave y esponjoso.&Mezcla los ingredientes secos tamizados.&Forma bolitas de 2,5 cm de diámetro.&Inserta el mango de una cuchara de madera en el centro (gíralo).&Dale forma de anillos.&Sumerge cada galleta en dulces de colores.&Colócalas en bandejas para hornear ligeramente engrasadas.&Hornea en un horno a 375°C durante 10 a 12 minutos o hasta que estén doradas.&Deja enfriar en rejillas.&Rinde 2 docenas.", harina&polvo de hornear&sal&mantequilla&azúcar&yemas de huevo&vainilla&dulces de colores,https://www.unmundoderecetas.com/images/anillos-de-galleta-mexicana.webp
49,Sopa de Hamburguesa de Verduras,1/2 libra de carne molida&2 tazas de agua&1 cucharadita de azúcar&1 paquete de sopa de cebolla Cup-a-Soup (seco)&1 lata de tomates guisados&1 lata de salsa de tomate de 8 oz&1 paquete de 10 oz de verduras mixtas congeladas," Dora ligeramente la carne molida en una olla para sopa.&Escurre el exceso de grasa.&Añade los tomates, la salsa de tomate, el agua, las verduras congeladas, la mezcla de sopa y el azúcar.&Lleva a ebullición.&Reduce el fuego y cocina a fuego lento durante 20 minutos. Sirve.", carne molida&agua&azúcar&sopa de cebolla&tomates&salsa de tomate&verduras mixtas congeladas,https://st3.depositphotos.com/22142404/33591/i/450/depositphotos_335914940-stock-photo-delicious-hamburger-soup-with-meat.jpg
50,Pollo Ole,4 pechugas de pollo cocidas&1 lata de sopa de pollo en crema&1 lata de sopa de champiñones en crema&1 lata de salsa de salsa de chiles verdes&1 lata de chiles verdes&1 taza de leche&1 cebolla rallada&1 paquete de tortillas de maíz en trozos, Corta el pollo.&Mezcla todos los ingredientes.&Deja reposar durante la noche.&Hornea durante 1 hora y media a 375°C., pechugas de pollo&sopa de pollo en crema&sopa de champiñones en crema&salsa de salsa de chiles verdes&chiles verdes&leche&cebolla&tortillas de maíz,https://i.pinimg.com/564x/8a/bf/d5/8abfd51db4588a228ea4d0cfeaf04c63.jpg
51,Ensalada Cremosa de Col (Better Homes and Gardens),4 tazas de col rallada&1/2 taza de zanahorias ralladas&1/4 de taza de pimiento verde finamente picado&2 cucharadas de cebolla finamente picada&1/2 taza de mayonesa&1 cucharada de vinagre&2 cucharaditas de azúcar&1 cucharadita de semillas de apio&1/4 de cucharadita de sal," En un tazón grande, combina la col, las zanahorias, el pimiento verde y la cebolla, o puedes usar un paquete de mezcla de ensalada de col comprado en la tienda.", col&zanahorias&pimiento verde&cebolla&mayonesa&vinagre&azúcar&apio&sal,https://i.pinimg.com/564x/49/88/14/498814e0303e2700843606fd4b18bb8f.jpg
52,Platija Criolla,2 libras de filetes de platija o abadejo&1 1/2 tazas de tomates picados&1/2 taza de pimiento verde picado&1/3 de taza de jugo de limón&1 cucharada de aceite de ensalada&2 cucharaditas de sal&2 cucharaditas de cebolla picada&1 cucharadita de hojas de albahaca&1/4 de cucharadita de pimienta negra molida en trozos grandes&4 gotas de salsa de pimiento rojo&anillos de pimiento verde, Precalienta el horno a 500°C.&Coloca los filetes en una sola capa en una fuente para hornear de 13 1/2 x 9 x 2 pulgadas.&Mezcla los ingredientes restantes excepto los anillos de pimiento.&Vierte la mezcla sobre los filetes.&Hornea de 5 a 8 minutos o hasta que el pescado se desmenuce fácilmente con un tenedor.&Coloca los filetes en una fuente para servir caliente. Adorna con los anillos de pimiento verde. Rinde de 4 a 6 porciones., platija&tomates&pimiento verde&jugo de limón&aceite de ensalada&sal&cebolla&hojas de albahaca&pimienta negra&gotas de salsa de pimiento rojo&anillos de pimiento verde,https://www.gourmet4life.com/image0428/df/df6a490652911e6d3aed4431cd48477a.jpg
53,Ensalada de Tres Frijoles,"1 lata de judías verdes, lavadas y escurridas&1 lata de judías amarillas, lavadas y escurridas&1 lata de judías rojas, lavadas y escurridas&1 taza de azúcar&1/2 taza de aceite para ensalada&2/3 de taza de vinagre&1/3 de taza de agua"," Mezcla todos los ingredientes de azúcar, aceite para ensalada, vinagre y agua hasta que el azúcar se disuelva.&Vierte sobre las judías y déjalas reposar durante la noche."," Mezcla todos los ingredientes de azúcar, aceite para ensalada, vinagre y agua hasta que el azúcar se disuelva.&Vierte sobre las judías y déjalas reposar durante la noche.&judías verdes&judías amarillas&judías rojas&azúcar&aceite para ensalada&vinagre&agua",https://i.pinimg.com/564x/ce/2b/99/ce2b998e1b4e8206a70edd0d62273300.jpg
54,Pastel de Maíz de Dave,"1 lata de 16 1/2 oz de maíz entero enlatado, escurrido&1 lata de 16 1/2 oz de maíz en crema&1 taza de crema agria de 8 oz&1 paquete de mezcla de pan de maíz Jiffy de 8 1/2 oz&1 barra de margarina"," En un tazón, mezcla los granos de maíz, la crema agria, la mezcla de pan de maíz y la margarina derretida.&Vierte en una fuente para horno engrasada de 8 x 8 x 2 pulgadas.&Hornea a 350°C durante 50 minutos.", maíz en grano entero&maíz en crema&crema agria&mezcla de pan de maíz&margarina,https://i.pinimg.com/564x/86/fd/fe/86fdfe9e5cd448643b24e6b8b80d35bb.jpg
55,Cazuela Italiana,1 libra de carne molida&1/3 de taza de cebolla picada&1 lata de sopa de tomate&2 tazas de fideos anchos cocidos&1/2 cucharadita de orégano&1/2 cucharadita de sal&1/3 de taza de agua&1 taza de queso," Dora la carne de res con la cebolla y los condimentos y combina en una cacerola de 1 1/2 cuartos con la sopa, el agua y los fideos.&Coloca el queso alrededor de los bordes.&Hornea a 350°C durante 30 minutos.", carne molida&cebolla&sopa de tomate&fideos&orégano&sal&agua&queso,https://assets.kraftfoods.com/recipe_images/opendeploy/75581_KRL_K46585V3_OR1_FO_640x428.jpg
56,Cazuela de Carne de Res y Col,"1 col pequeña, picada&1 cucharadita de mostaza seca&1 lata de carne de res enlatada, desmenuzada&1 lata de sopa de apio en crema&1 cebolla picada mediana"," Combina todos los ingredientes y cocina sin tapar a fuego lento hasta que la col esté tierna pero crujiente, aproximadamente 20 minutos.", col&mostaza seca&carne de res enlatada&sopa de apio en crema&cebolla,https://www.gourmet4life.com/image0428/9e/9e459e700efd2694d5c09552f3a9a3e9.jpg
57,Pasteles de Cangrejo,1 cucharada de salsa Worcestershire&2 o 3 toques de Old Bay&1 cucharadita de mostaza seca&2 cucharadas de mayonesa&1 huevo, Mezcla todo junto y agrega con cuidado 1 libra de carne de cangrejo a granel.&Mezcla con antelación y refrigérala para que se mantenga unida mejor., salsa Worcestershire&mostaza seca&mayonesa&huevo,https://i.pinimg.com/564x/ae/28/ec/ae28ec92d37db2e7a2db6c586b25bd71.jpg
58,Dip de Tacos,"2 paquetes de 8 oz de queso crema, ablandado&1/2 taza de mayonesa o aderezo para ensaladas&8 oz de salsa de taco suave&2 a 4 cebollas verdes en rodajas finas&1/2 pimiento verde picado&1 tomate picado&1 taza de queso mozzarella&1 taza de queso Cheddar&1/2 taza de aceitunas negras (opcional)&tortillas chips", Mezcla el queso crema y la mayonesa.&Extiende en un plato grande o en dos platos de cena.&Congela durante 15 minutos. Extiende uniformemente la salsa de taco por encima.&Coloca los ingredientes restantes en el orden indicado.&Sirve con tortillas chips., queso crema&mayonesa&salsa de taco&cebolla verde&pimiento verde&tomate&queso mozzarella&queso Cheddar&aceitunas negras&tortillas chips,https://cdn0.recetasgratis.net/es/posts/3/5/1/salsa_roja_para_tacos_76153_orig.jpg
59,Galletas Bonbon,1/2 libra de mantequilla suave&1/2 taza de mantequilla de cacahuate&1/2 libra de migajas de galleta Graham&2 tazas de coco&1/2 taza de nueces (opcional)&pizca de vainilla," Mezcla la mantequilla y la mantequilla de cacahuate.&Añade los ingredientes restantes.&Mezcla y forma bolitas (lo mejor es mezclar con las manos) y refrigera durante varias horas, incluso un día.", mantequilla&mantequilla de cacahuate&migajas de galleta Graham&coco&nueces&vainilla,https://cdn7.kiwilimon.com/recetaimagen/39632/51882.jpg
60,Amber Eterno,"1 libra de dulces de naranja picados, triturados&2 latas de coco Angel Flake&2 tazas de nueces picadas&2 latas de leche condensada&1 cucharadita de vainilla&1 cucharadita de sabor a naranja"," Mezcla todo junto.&Extiende en un recipiente engrasado.&Hornea durante 30 minutos a 275°C.&Mientras aún esté caliente, tamiza 1 caja de azúcar glas sobre él. Coloca cucharadas en papel encerado.&Deja secar.&Si parece que está firme en la parte inferior, dale la vuelta y déjalo secar.", dulces de naranja picados&Angel Flake&nueces&leche condensada&vainilla&sabor a naranja,https://i.pinimg.com/564x/ea/bf/53/eabf5313a1fc152b3f628ad2c34678ee.jpg
61,Pastel de Café Pegajoso,1 mezcla para pastel amarillo&2 huevos&1 barra de margarina derretida&1 taza de nueces picadas&2 huevos&8 oz. de queso crema ablandado&1 lb. de azúcar glas,"Mezcla la mezcla para pastel, 2 huevos y la margarina derretida.&Colócalo en una bandeja engrasada de 9 x 13 pulgadas.&Pon las nueces picadas en la parte superior de la mezcla.&Mezcla los 2 huevos, el queso crema y el azúcar glas.&Añádelo encima de la primera mezcla.&Hornea durante 15 minutos a 325°C, luego hornea 20 minutos a 350°C.",pastel amarillo&huevos&margarina&nueces&huevos&queso crema&azúcar glas,https://i.pinimg.com/564x/18/8e/80/188e807435b45dc7c56d0da8a1e3c50e.jpg
62,Ensalada de Piña y Plátano de Phylis,1 lata grande de piña en trozos&4 o 5 plátanos,Escurre la piña y reserva el jugo.&Corta los plátanos en trozos como la piña.,piña&plátanos,https://recetascocinagratis.com/wp-content/uploads/2014/08/Ensalada-de-Pi%C3%B1a-y-Platano.jpg
63,Cazuela de Pollo,1 lata de crema de champiñones&1 lata de crema de pollo&1 lata de crema de apio&1 pollo troceado&1/2 taza de mantequilla derretida o margarina&1 1/2 tazas de arroz crudo,Mezcla todos los ingredientes en una fuente para horno.&Cúbrelo y hornea a 350°C durante 2 1/2 horas.&Hornea los últimos 45 minutos sin tapar para dorar la parte superior del pollo.,crema de champiñones&crema de pollo&crema de apio&pollo&mantequilla&arroz,https://i.pinimg.com/564x/fa/f4/67/faf467bfdf293e3329a19fd0a83c063e.jpg
64,Pastel de Piña y Nueces,1 paquete (8 oz.) de queso crema&1 lata de leche condensada azucarada&1/2 taza de piña triturada&1/3 taza de nueces picadas&1/3 taza de jugo de limón,"Bate el queso crema; añade la leche y bate hasta que esté suave.&Añade el jugo de limón, la piña y las nueces.&Bate bien.&Vierte en la base de galleta de graham y refrigera.&Corta en porciones pequeñas (muy ricas) y sírvelas con un poco de Cool Whip.",queso crema&leche condensada&piña&nueces&jugo de limón,https://i.pinimg.com/564x/3b/5d/38/3b5d382d9a2c2d7811f47e2e7833f775.jpg
